cluster_label,job_title
244,comptable hf tsaralalana
168,referent technique
168,referent projets
168,referent projet
171,redaction seo copywriting
171,redacteur bac
171,redacteurtrice cours medecine sante
171,redacteur polyvalent
171,redacteur seo confirme
171,bureau redaction
171,redacteurrice augmente lia
171,redacteur fiche produit
171,redacteurs juridiques anglophones
171,redacteurtrice seo
171,qualite redaction
171,redacteur fiches produits
171,redacteurtrice
171,redacteur francophone
171,redacteur seo
103,developpeurs seniors front end angular
103,angular
103,fullstack angular java dev full
103,developper php angular
103,programmeur net angular
103,java angular
103,net angular
103,fullstack angular net
103,angularionic
103,net angular javascript typescript
93,administrateur ventes region
93,operateur vente ligne cc
93,ingenieurs commerciaux vente dassurance mutuelle sante
93,recherche expert creation tnel vente
93,adv administration ventes btob
93,ladministrateur ventes sadv
93,administrateur ventes bilingue frde
93,ladministration ventes
93,auxiliaire vente
93,administration ventes
93,projet digital vente
93,animateur ventes
93,administrateur vente
93,gestionnaire suivi apres vente
93,previsionniste ventes
93,promoteur ventes
93,stagiare service apres vente
93,administrateur ventes
93,animatrice vente maybelline bas
93,ventes
93,formateur vente dassurance mutuelle sante
93,animatrice vente estheticienne
93,ingenieur avant vente
93,animatrices vente
93,avant vente cisco
93,administration vente
93,commercialadministration ventes
93,vente libre service
93,administrateur vente urgent
93,vente
128,produit
128,qualite produit poste base ivato
128,lancement produit
128,projets ruraux agronomie
3,
3,erp
3,it
3,om
204,sage
204,consultante technique sage
204,consultante fonctionnelle sage
204,consultant confirme erp sage x
104,php
104,phplaravel full stack
104,phplaravel
104,php java
286,plombier
246,technique btp
246,projet digital projet btp
246,btp
246,ingenieur structure btp
246,superieur btp
246,ingenieur btp comptabilite finance
246,ingenieur btp service informatique fort
246,ingenieur btp
246,projet btp
246,ingenieur btp pharmacienne
246,dessinateur btp
246,polyvalent btp
47,mecanicien poids lourds
47,mecanicien
47,ambilombe
47,mecanique
47,mecanicien poids lourds engins fort dauphinanosy
47,mecanicien automobile concessionnaire
47,mecanicien poids lourd experimente
47,mecanicien poids lourd confirme mecanicien pl
47,atelier mecanique
47,mecanicien meca
47,mecanicien caterpillar
47,ambatosoa
47,mecanicien concessionnaire
164,graduate quality project
164,project
164,project ref pm
66,operations
66,operations commerce
66,operation
66,operationnel dactivite
66,general operations jour nuit
66,operationnel activites
66,gestionnaire operations tresorerie
66,operationnel
66,responsables operationnel dactivite
66,operations bilingue jour nuit
66,operations and logistics
32,credit
32,analyste risque credit
32,fraude risques
32,analyste credit moramanga
32,risques liquidite credit
32,analyste credit ankorondrano
32,controle credit
247,coach shopify
247,shopify growth
247,phpliquid woocommerce shopify
247,shopify
7,designer textile industriel
7,fibre optique
7,production textile
7,projet digital production textile
7,projet digital rayon
7,directeur production machine textile
7,ingenieur daudit reseau filaire cuivre fibre optique
7,methode production textile
7,echantillonneur
7,textile
7,approvisionnement textile
7,echantillonneur textile
7,directeur production textile
133,community management
133,community prospection digitale
80,service
80,service generaux
80,element libre service
80,employe libre serviceels kiabi
80,service informatique
80,service apres
80,prestataire service informatique
80,employes libre service
30,full stack experimente
30,full stack php ds
30,full stack confirme
30,full stack
30,frontend nextjs
30,full stack java spring boot vue js
30,full stack net
30,full stack specialise wordpress
30,mean stack
30,full stack nextjs typescript
30,frontend vuejs
30,lead full stack
30,full stack competences ia
30,full stack vuejs react
30,full stack js java
30,full stack nextjs
30,full stack front react back node cloud ready
30,full stack nodejsreact
30,mern stack
76,qualite environnement suivievaluation
76,housekeeping
76,qhygiene securite environnement
76,controle qualite hygiene
76,hygiene securite environnement
76,qualite hygiene securite environnement
76,hygiene securite environnements
185,transit
185,achats transit
185,transit transactions financieres
185,transit douane prod man
50,integrateur solutions saas
50,automatisation integration saas
50,automatisation ia
50,ingenieur qa automation
50,python odoo automatisation ia
177,comptable fournisseur
177,reglement fournisseur
177,sourcing relations fournisseurs
34,formateur technologies avancees transformation digitale
34,formateur nacre academy
34,formateurs excel
34,formateur sst
34,matre dhotel formateur restauration tulear
34,general formateur
34,formateur freelance bureautiquecollaboratif pao multimedia
34,formateur travaux hauteur
34,formateurformatrice freelance bureautique microsoft office
34,formateur autocadarchicad
34,plateforme digitale
34,gouvernant formateur tulear
34,formateurs professionnels
34,formateurs freelance
34,formateur experimente
34,formateurformatrice bureautiqueinformatique pao digital
34,formateur formatrice
34,formateur
34,formateur hsse
34,formateurtrices bureautique pao
34,formateur assistance technique
34,formateur utilisateur
34,createur plateforme
34,formateur base tulear nosy be
48,acheteur logisticien
48,consultant logistique
48,logistique
48,gestionnaire administratif logistique vatovavy
48,planificateur logistique
48,administration logistique
48,achats logistique
48,gestionnaire administratif logistique
48,stagiaires logistique achat ambovombe
48,ingenieur logistique
48,achats techniques logistiques
48,logisticien
48,logistique specialite
48,dequipe logistique
48,coordonnateur achats logistique
48,acheteur logistique
48,logistique recru ppn
48,logistique experimente
48,resolution problemes logiques linguistiques
48,ite logistique
48,stagiaires logistique technique
48,procurement and logistic achats logistique
48,exploitant logistique
48,achat logistique
48,approvisionnement logistique
261,team leader operations commerciales
261,team lead developpeurs
261,team leader fren
261,noc team leader
261,team leader enfr
261,team lead net
261,team leader business to business region
261,team leader
261,team lead
261,team leader front office
184,sav numerique
184,specialise sav
184,sav experimente
184,sav
39,enseignant sciences
39,enseignant allemand
39,conseil
39,enseignants
39,vendeurs conseil
39,vendeurs conseils
39,enseignant espagnol
39,enseignant
39,enseignant science vie terre
39,enseignante maternelle
39,vendeurs vendeuses
39,conceillers
39,enseignant anglais
39,vendeuse
18,projet digital datelier garage
18,projet digital datelier
18,atelier
18,projet digital datelier vl
18,datelier production ufi
18,bosch service atelier
18,projet digital datelier maintenance poids lourds
278,commication
278,commication officer
181,general ledger accotant
181,tax and general ledger accountant
148,corporate dossiers dassurances
148,dossier comptable
148,dossiers comptables
110,ouvrier polyvalent chantier maintenance
110,administratif magasinier chantier
110,surveillant chantier mamoa
110,chantier
75,testeur logiciel
75,expert recettage testing logiciel
75,logiciel
75,architecte logiciel
210,securite systemes dinformation
210,analyste metiers systeme informatique
210,systemes dinformation
210,systeme informatique
210,systeme management qualite
210,systemes informations
210,systeme dinformation
210,architecte systemes dinformations
252,assistan commerce
252,sap developper
252,prestataire ajouter produits application commerce
252,assistan comptable asstc
252,sap abap
16,operateur comptable
16,operateur traitement donnees techniques btp
16,operateurs polyvalents
16,operateur incinerateur
16,operateur noc
16,analyste operateur xml
16,operateur operatrice saisie
16,operateurs chaudiere
16,departement machine equipement agricole
16,operateur saisie
16,operateur
16,operateur machines
16,operateur ouvrier machine automatisee
16,operateurs traitement textes dimages
16,operateur back
16,operateur ecoute
16,operateur traitement donnees techniques
16,operateur machine bois
16,operateurstrices online
16,operateurs
186,developeur bubble
186,developeur full stack
186,developeur wordpress
115,back office geolocalisation interim
115,geomaticien sig
115,equipements geolocalisation
115,back office geolocalisation
166,gestionnaire campagnes publicitaires
166,pose entretien visuels publicitaires
178,dapplication mobile react native
178,react js react js
178,react native
178,react js
178,react nativeexpo
178,react angular
178,react js angular
178,front end react js
234,gestionnaire dentrepot
234,dentretien
234,juriste dentreprise
234,homme dentretien polyvalent
100,coordonnateur demarche rse
100,coordonnateur regional
100,coordonnateur impact social
100,coordinatrice
100,coordonnateur regional antsiranana
140,technique comptable
140,technique
140,methodes
140,methode
140,technique maintenance
140,methode agm
140,technique hotline it
140,methode agm tkm
140,hotline technique niv
140,technique commercial
140,technique mayotte
14,collecteurs col port berge
14,collecte fond
14,demarcheur bb
107,preparateurrice
107,preparateur carrossier
107,preparateur production plans maquettes bim
107,educatrice prescolaire
107,preparateurrice ref bbpmg prp
107,magasinier preparateur
107,pre
107,enseignante prescolaire
107,preparateur livreur
107,preparateur peintre
254,revenue assurance
254,assurance
254,assurance qualite
254,v assurance
254,ingenieur assurance qualite logicielle
254,acquisition energie
72,sous traitant
72,climaticien
72,dieteticien
167,back end sqlprogress openedge
211,couple femme menage homme tout faire
211,femmes menage polyvalentes
211,femme menage
211,gouvernante femme menage
211,femme menage fm snm
211,femme menagenenene
211,femme menage cuisiniere
263,integrateur odoo
263,integrateur
263,integrateur prestashopwordpress
263,integrateur wordpress
263,integrateur experimente
263,integrateurs wordpress
263,integrateur odoo jior
263,developpeuse specialisee api integration prestashop
176,java talend
176,talend
176,talend devtalendrh
2,production atsinanana
2,production
2,production broderie machine
2,operateur production
2,ite production soufflage pet
2,gestionnaire production atelier machine
2,production encaustique
2,production savon
2,staff production
2,production prod man
2,operateurtrice production
2,production developpement produits
158,gla
158,gpao
189,merchandiser base tan
189,tan rz
248,business tsimbazaza
248,gestionnaire projet tsimbazaza
5,hote
5,hse
5,formation hsse
5,hse rhse
5,hsse
5,hse terrain
5,lavage
5,detache hsse
5,assurance qualite hse
242,supply chain
242,demand planner projet digital projet supply chain hf
242,directeur supply chain
101,extraction donnees
101,gestion base donnees
101,saisie donnees
101,controleur bases donnees
163,vendeurs conseil materiaux construction
163,ouvrier lamineur materiaux composites
163,materiels energies
197,graphiste illustrateur
197,graphiste
197,graphiste designer
197,graphiste illustrateurrice
197,poste graphiste confirme
197,commity designer graphique
197,motion designer designer graphiste
197,graphiste uiux
197,operateur graphiste
197,graphiste pao
197,graphiste photographe videaste
197,graphiste motion designer
197,sous wordpress notion graphisme
197,graphiste multimedia
197,wordpress graphiste community notion ia
197,graphiste designer textile
197,graphistedeveloppeur cdi presentiel
197,graphiste creatif
197,graphiste confirme
197,graphiste experimente specialise photoshop illustrator
118,controleur maintenance poids lourds
118,electricen poids lourds
118,adjoint gestion flux poids lourds
118,electronicien poids lourds
118,pneumaticien poids lourd
236,offre
236,offre technique
40,business analyst odoo
40,consultant fonctionnel odoo
40,odoo
40,zoho
40,business analyst odoo bilingue
40,pmo
40,odoo project
40,experte odoo
40,confirmes odoo
40,fullstack odoo
40,developpeurs odoo experts
283,webflow
117,transcripteurs audio franais canadien
117,collaborateurstrices experimentees transcription fichiers audio
117,transcripteur medical
117,transcripteur audio fr
117,transcripteur correcteur audio
21,cadre doperation
21,doperation
21,dessinateur autocad
21,cadre production
21,cadremanager
21,cadres operationnels
21,matre douvrage delegue
21,dessinateur autocad cartographie
46,pharmacien diplome
46,medecin
46,comptoir pharmacie
46,pharmacien
46,biomedical
46,pharmacienne
182,copywriter ghostwriter commity
92,service advisor secteur automobile
92,parc auto
92,coupe
92,coupe rrc
92,parc automobile
68,acheteur anglophone
68,gestionnaire back office anglophone
68,operateur anglophone
68,bilingual accotant
68,production anglophone
68,forfaitiste anglophone
68,acheteurs logisticiens anglophone
68,acheteur technique anglophone
68,anglophone
68,annotateur anglophone
68,formateur anglophone
68,specialist integration api anglophone
68,moderateur anglophone
94,seo
94,seo affiliation
94,consultant seo
94,expert seo backlinks
94,expert seo
94,referenceur seo freelance
94,consultant seo freelance expert wordpress
129,forestier
129,responsables site plantation bambou
129,plantation
208,digital content editor
208,visual content creator motion storytelling reseaux
144,interimresponsable pole conseils
144,pole maintenance
144,pole inspector
245,outdoor
245,location
245,site
149,chat operators
149,communication evenementiel
149,communication
149,social behavior change communication officer
173,lean management reporting resp accco
173,reporting financial controller
173,budget reporting
137,achats approvisionnements
137,dapprovisionnement
137,approvisionneur local
137,approvisionnements
137,approvisionnement
137,approvisionneur
232,categories
272,dessinateurs dessinatrices bim plan topographique
272,topographes
272,topographe
272,geometre topographe
272,recrutement massif dessinateursdessinatrices plan topographique traitement reseaux
229,estheticienne suarez
229,estheticienne masseuse
229,masseuse suarez
229,masseuses therapeutes
229,masseuse
113,chiffreur
113,chimiste
113,production chimiste
113,bio chimiste cosmetologie
56,analanjirofoantsinanana responsablede anj
56,qhse habitants alentours sabotsy namehana
56,bureau detude echantillonage habitants alentours sabotsy namehana
56,methode industriel habitants alentours sabotsy namehana
56,merchandiser habitants alentours sabotsy namehana
73,directeur dhotel
73,maitre dhotel
73,directeur dhotel dirhotel
73,dhotel
73,matre dhotel
43,chauffeur tourisme
43,consultant organisation restaurant consu org rest
43,hotel restaurant luxe site agro touristique
43,comptable detablissement hotelier
43,tourisme hotellerie
43,project restauration
43,tourisme
43,logistique restauration econome mayotte
43,adjoint restaurant
43,restaurant
88,lead
88,sustainability lead
88,cat lead
88,lead developpeurnet seniors
88,lead tech react
88,generation leads
88,strategic learning lead
88,lead commercial
88,hr lead
88,lead typescript
77,serveur
77,barman barmaid
77,patronnier
77,barman b
77,barman
77,patronnierere lingerie
77,serveur barman
77,serveuse
77,charpentier
77,barman confirme
77,serveur barman sb
77,bar
35,projet digital dequipe operation shipping
35,consignation commetant maritime
35,consignation maritime nosy
35,shipping
35,consignation maritime polyvalent nosy be
35,international freight forwarding air sea freight
81,monteur youtube
81,montage video tiktok
81,createurcreatrice contenus videos youtube
81,monteur video graphiste mvg
81,monteur video
81,video codage
81,montage video
81,monteur video simples reseaux sociaux
81,monteur poseur meubles cuisine
81,monteur video shorts
81,monteur video style alex hormozi
81,stagiaires montage video
81,monteur video photo
81,monteur video podcast
81,poseur film
81,monteurs video
81,monteur video montage reels
99,net
99,ingenieur docker net
99,nettoyeur
99,nettoyage
165,animations
165,animateur animatrice
165,animateur commercial
165,graphic
165,animateur etou animatrice commaute
165,illustrateur ill
165,animateur atelier tolerie soudage
22,niveau
22,ist
22,call nuit
22,referent nuit
22,haut niveau
282,bdm
151,conseiller principal deducation
251,creation
251,fabrication
223,driver mentor
223,driver
223,personal driver
257,amoroni mania ihorombe
239,expert sig energies renouvelables
62,property
62,setter
108,ads
108,expert ads
108,expert publicites facebook google ads
108,social media maketing
108,facebook
108,facebook ads leadflow
191,gestion connaissances communication changement climatique migration interne
191,referent comptable migration
191,integrateur migration contenu
198,dinternat
198,dinstallation confirme
198,dinstallation tech
258,ingenieur daffaires preembauche remere formation metier multicloud infrastructure it embauche cdi
258,bid preembauche remere formation metier multicloud infrastructure it embauche cdi
152,adjoint projet digital dagence sambava aca sambv
152,projet developpement durable sambava
111,chr
111,ch metatrader
102,trafic emailing
102,email designer expert figma
102,prospection email
102,traffic emailing bilingue franais italien
102,traffic emailing
6,consultant expert zabbix glpi supervision integration itsm
6,cybersecurity architecture intern
127,office
127,receptionist
127,operateur back office jior
127,back office
127,office facility
127,back office fleeti
127,office fren
127,interimaire back office recouvrement corporate
127,service desk
127,comptable back office
238,operationnel pedagogique
238,conseiller pedagogique
238,pedagogique
27,jardinier pepinieriste
27,piste
27,garde piscine maurice
27,gardien jardinier
27,jardinier
27,pediatre
221,it helpdesk analyst
221,helpdesk
219,filemaker
195,programmeur ity webgl
195,programmeur plc
195,programmeur javascript
195,programmeur php
237,crochetteuse
237,projet digital datelier crochetraphia
273,developpeurse mobile ios android flutter
273,developpeureuse mobile flutter
273,front end flutter confirme
273,flutter flow
273,developpeureuse flutter freelance
279,stock preparation vehicules neufs
279,vehicules
279,vehicules neufs occasion
270,salle
270,salle rps
270,matre dhotel salle
270,maitre salle
270,commis salle
270,matre salle mantasoa lodge
13,conseillerere clientele propsecteur specialisee complements nutritionnels
13,nutrition sante
13,monitoring and evaluation coordinator transforming lives through nutrition flexible any cotry where helen keller has presence will be considered
90,performance
90,controle performance
90,reporting performance operationnelle
0,dop immobilier
0,equipements engins
0,business immobilier
0,dequipe
0,equipier
0,consultant immobilier freelance
0,societe immobiliere
179,metteur point
277,coach conduite
277,agents conduite ambatondrazaka
212,process vanille sava
285,menuisier
155,recrutement agents appel sortant
155,call center expert appel sortant
155,appel sortant aps
155,appel sortant projet requalification fiche aps
155,deux production specialise appels sortants
155,formateur specialise appels sortants
155,top specialise domaine appels sortants
265,administratif gestion inscriptions temps plein
230,coordinnateurs pedagogique rugby for change
230,formateur rugby for change
274,delevage black soldier fly
274,elevage black soldier fly
256,facturier
256,facturation
256,facturation saisie comptable
105,dop usine
105,hrbp
105,hrbp confirme
224,exclusivement profil medicalsante data labeler annotation dimages ultrasons
159,administratif import export
159,gestionnaire import export
159,logistique import export
159,importation
203,interim suivi operationnel
203,suivi evaluation
203,maintenance suivi projets
203,suivi production
194,detacheur
194,pieces detachees equipements engins poids lourd
194,pieces detachees
84,annotateurs images videos nuages points textes
84,annotateur mathematiques amia
84,annotateurs audio
253,rapprochement bancaire
63,head of scm
63,fidelisation crm
63,crc
150,trois
150,deux stagiaires qhse
41,line
41,branch
147,enseignant binome referent accompagnement pedagogique distance
201,interimaires commication interne
201,comptable interim
201,interimaire tax accoting controller
95,installation transmission tele prospecteurvision radio
95,apprenti ingenieur transmission fofh sdh
95,ingenieur radio design suivi projet interim
235,commerial nosy be
220,stagiaireapprenti media
220,medias modeles
220,media buyer
180,refrigeration
180,specialise refrigeration climatisation
280,geologue
280,psychologue clinicien
89,responsables site hybride
89,site hybride manambaro
157,governance risk compliance and culture intern
225,head of transformation
225,transformation innovation
54,tournant
54,windev
260,quality insurance
190,planification maintenance
190,planning
190,planification projet
17,partenariats secteur formation digital
17,formation mldevsecops full remote
255,linux embarque
227,ingenieur detudes froid ventilation climatisation
233,copper buyer
241,controleur permanent flux
241,flux
222,dispatcher medical
222,dispatcher logistique
269,rehabilitation
267,dynamics
131,grands comptes
131,gens maison
228,fdraising
228,fdraising officer
119,site chariots elevateurs
119,conducteur chariot elevateur gerbeur
119,cariste conducteur chariot elevateur
136,specialistes wash sbc
136,wash nutrition
132,educateureducatrice specialisee jee
132,intelligence artificielle
132,journaliste experimente specialise intelligence artificielle
132,educateureducatrice specialisee petite enfance
249,ruby
106,installations
106,huit installateurs photovoltaques
106,mecanicien installateur
217,professer dart primaire college
199,temps reel
287,avocat
287,avocat droit immobilier
275,reseaux physiques rrp
215,betsiboka base maevana
174,etudes note calcul
174,ingenieur calcul base
53,interprete chinois
53,enseignant mandarin chinois
53,traducteur chinois
53,maons
268,si
268,si metier finance
231,journaliste
231,journaliste polyvalent jnr p
207,closer
142,marches publics
240,perspectiviste
36,operateur extrusion
36,operateur machine decoupe laser
209,technical sampling operator
266,contenusemailing rce
